orig_id,gender,age,text,box,chicken,door
134,Female,21,"I gasp for breath, my heart racing, untrained legs trying to tread water. We had just started the race and I was already fighting for my life. Panicking, I thought back two minutes when my friend suggested we have a backstroke race in the mid-deep water of our local swimming pool. I was clearly overconfident of my swimming skills, because I answered in the affirmative and we set out. Only eight meters away from the pool edge, I had straightened out to see how far I had gone and suddenly lost my bearings. Now, with these thoughts clouding my logic, chlorinated water in my nose adds to my confusion and panic. I reach forward, hoping that someone will see my trouble and lend a hand, scrambling towards the far end of the pool where I'm sure my friend is waiting worriedly. My muscles scream for oxygen wishing for some rest, yet my mind is fixated on the target- knowing that I must not embarrass myself by quitting the race. I don't care anymore about the people and pool toys that I bump into like a flopping fish, the only important thing is reaching the wall which. My outstretched fingers scrape something hard and I hang on. Feeling like a beached whale, I gasp for breath, my heart racing, untrained legs hanging limp and finally resting. Eyes darting around, I find my friend eating an apple on the grass. When my body starts responding again, I walk over to her, eyes questioning. She looks at me strangely, ""I got hungry waiting for you.""",The Left box,Stop!,Door A
135,Male,25,"Not too long ago I dreamt that I was being called in to do some reserve duty. I was a programmer in the old days, and so they gave me a crumpled old computer to work with, right in the middle of the aisle (typical reserve-duty treatment; they never did give you proper rooms). This would have been fine enough, but I soon discovered that my code co-worker, also on reserve duty, was none other than my infinitesimal calculus teacher from two years ago!  We did not let these ex-relations strain our workflow, though, and together we crafted the flow of code like two Zen masters, channeling Chi in perfect harmony. Where I compiled, he assembled; where he debugged, I designed the patterns that give the ebb and flow of the code its life. It was an exhilarating experience, and despite being some 30 years my senior, I'm sure that the moments we shared we would carry on with us till the day we died. 

In the end I had to fill out a reserve-duty form, of course, and get back reimbursements for travel expenses. He kept on going, accompanying another soldier in the art of coding. It was then that I woke up from the dream.

I still see him sometimes around campus, and I smile inwards; but he, unknowing, just keeps on lecturing.",The Left box,Stop!,Door C
136,Female,21,"Well, everybody has a life of his own.. I guess it doesn't matter how it starts, but it does when you go so far to reach your dreams that you've been imagine for life.. Mine started with a simple dream of any parents to have a healthful kid raising up.. And ends to reach my independence to control every step to make future a better place.. Maybe all the starts in being the same person of God's creation, that makes you walk as normal as anybody can imagine, and being yourself..



So at first  it was creating myself by my own hands, and continues with drawing the plans of future, starting with my Reacts, Education, teenage time, and finding solution to every single point.. Maybe those dreams that I'm holding for a lifetime seems regular to anybody dreams for perfection.. I am imagining, but in the other hand I'm digging deep for having high education, planting seeds, and finally Reaping the fruits of science for all the generation that I'm going to raise.. Dreams of making this generation having infinity magnificent and creative life, full of

 inventions, health, science Finally, development..",The Left box,Stop!,Door A
137,Male,24,"About two years ago, on January of 2013, I decided to register for a race on April the same year called 'Mountain to Valley'. The race is basically relay and I registered with some of my friends from the army. We each ran about 30 kilometers in that race, which took us eventually 19 hours to complete (we were 8 runners). That is the first long race I have ever participated in, and I was really thrilled to complete it, although I finished tired and exhausted.

Our sections of the race took place in different regions of the northern Galilee - from Tel-Hai to Ramot Menashe, and it was a really beautiful journey to make while running with friends.

this year, about two weeks ago, although I finished my military service already, I ran once again with friend from my squadron. This time we ran in pairs and took harder and steeper sections, just to challenge ourselves. Needless to say, the spirits were up, and the privilege to actually run with a friend by your side was incredible. Consequently, we all ran faster because neither wanted to hold back his partner.

Definitely going to run the M2V next year!",The Left box,Stop!,Door B
138,Female,24,"Once I had an extremely peculiar dream, one that was so special that I doubt that I'll ever forget a thing about it.

I was at my home town's basketball court and we were practicing.

The court was very full and there was a lot of commotion, suddenly I noticed my youth movement instructor, which had no apparent reason to be there, as one of the balls hit her head.

I rushed towards her as she started to stand back up and asked her ""are you ok"" she shook her head, her rolled eyes and said ""let's go outside"".

We hovered down the stairs, when we got to the center of the street she pointed to the sky, I looked up and saw a cloud shaped exactly like a unicorn, and he was winking at me.

The unicorn cloud started to melt.

 I looked back down and saw her melting as well and she said ""bye-bye"" in a very high tone.

I continued down the road ahead of me and got to the home of a girl I knew from school but at the dream her house was a clothing store and her mother the cashier.

As I was standing in front of her looking for money to pay for gum she said ""never mind this is just a dream anyway"" from that point until I woke up I continued waling, floating ad flying around looking at different places and I know to see how they look in my dream.",The Left box,Stop!,Door B
139,Male,22,"Can anyone learn about any topic and become pretty good at it in a few months? Or are some people born intelligent and there is no way for normal people to become better at them in a certain field? I used to believe in the latter before I started studying at the Technion, but now I believe in the former. Every semester, learning new things in different fields by taking a variety of courses and watching my friends learn has taught me some valuable lessons for life. Perhaps even more valuable than my engineering degree, I have learned how I can start learning about a new topic and get good at it pretty quickly.

After almost four years at the Technion, I have seen people get better at their studies and also seen people whom I thought were pretty smart to begin with struggle to keep up with their studies. Nobody is born a genius, everything is earned with hard work and sincerity. Of course, one needs to devote their hard work effectively by understanding what methods of learning work best; otherwise the hard work can be fruitless and can end up in frustration and lack of self-esteem. There are plenty of resources online where people can understand how the brain works (learn how to learn more effectively) and utilize those understanding to make sure the hard work they put into their studies result in desired outcomes.",The Left box,Stop!,Door C
140,Male,26,"About 7 years ago my father died of cancer and today I was sitting in a class listening to a short talk given by parents who lost their daughter  in a car accident talk about their decision to donate her organs and tissues so that other lives could be saved or at least better lived. I thought to myself they might have a very sad story to tell but at least they are able to feel as if their daughters death had some meaning, and that must be very comforting. I know it might be wrong to compare one persons suffering to another - but I really find this girl lucky to have died with minimal pain and agony, be remembered and loved even so long after her death, and have a part of her live on in others. I wish my father could have had the same deal... I should have also mentioned that my father himself was saved by a kidney donation about my age (26), and his donor is suspected to have been from a young adult killed in a car accident as well, so this story felt somewhat familiar and I am grateful to her family to have been brave and open minded enough to donate whatever was possible. If you are reading this, please consider signing an 'Adi' card and show your support in organ donation - it will be a better service to fellow people than another strange mass social experiment like the one I'm writing this essay for.",The Left box,Speed!,Door A
141,Male,26,"I would like to express my opinion regarding a certain matter, which is the misperception of Israel by the masses. Throughout the years, Israel has been frowned upon, Israeli products were boycotted and local entrepreneurs oppressed.  The reason for this all is the wrongdoings against the Palestinian nation, which are allegedly carried out on behalf of our government.

Needless to say, these claims lack any factual basis and should be regarded as a sign of cynical hypocrisy. Every now-and-then international media present us with images of massacre and destruction in the Middle East. These gruesome images are gladly devoured by the masses and are instinctively referred to Israeli armed forces and security services. In fact, most of these gory materials depict the atrocities committed by extremist Islamic organizations, far from Israeli soil. The material are usually crudely cut and cured together, therefore making it visible for anyone, who wouldn't turn a blind eye for the truth.

What would be the source of this deeply imprinted instinct of anti-Semitism? The answer to that - propaganda. Propaganda often funded and carried out by the same organizations mentioned. Propaganda filmed by terrorists, sometimes with the funds raised by European aid organizations. Those funds often fail to reach the population in need and end up in the wrong hands.

I hereby ask you, the reader, to soberly assess the situation we are dealing with and help prevent the spread of hypocrisy!",The Left box,Speed!,Door C
142,Male,26,"Gaming has been a part of my life since quite a young age. I've seen and played video games before I even had a PC, either via T.V. consoles, or the mid-90's school personal computers.

I was fascinated by them. Controlling an imaginary character, who usually had some sort of special powers, or just plenty of weapons, and fighting my way through various levels filled with deadly opponents made me experience intense adrenalin rushes, and was overall very exciting.

When gaming advanced in technology, the environments became more immersive, and accompanied by storylines growing in complexity, I found myself spending much of my free time in virtual worlds, and I was loving every minute of it.

When the internet appeared and percolated into the mainstream, it was also another step in the evolution of gaming. Suddenly, you were no longer alone. It wasn't just you and some computer controlled characters, but real people who you could communicate with, share in-game adventures with, or just beat the crap out of, depending on the type of game you were playing. It was a whole new level of fun. And while multiplayer games usually focus on repetitive-competitive gaming style and cater to a certain kind of gamers, single player games gained their own place among gaming fans thanks to storyline based adventures, and focusing on the player as the main hero of the in-game events, something that is not really possible in multiplayer environments.

Nowadays gaming communities are growing around the world, and gaming is gaining recognition as a genre in sports, or 'e-sports'. No doubt that the future holds a great promise for the gaming world.",The Left box,Speed!,Door A
143,Female,24,"Hi everyone. I want to talk about harmful traditions in Judaism. Recently Israelis 'celebrated' Lag Ba-Omer, which is a tradition-holiday in the Jewish religion. In this so called holiday, people gather around and light big fire, while eating bib and grilled potatoes. I get it, when I was young I enjoyed it very much- the preparations, collecting woods together, picking a good spot and guarding it during the day in shifts, till the night, all of that is very fun, but now when I older I realize that this is a harmful holiday for earth, for our nature, wild animals, air and our health (although not a 'life changing' experience). There are also many bad habits of some kids such as burning cats and dogs for fun. I find it horrible and I wish these people were catch and jailed. There are also many cases of fire going out of control, or people not putting it away good enough when they finish their night.

I think tradition is important but not a tradition which is bad and harmful for us all.  Today I realize that I wouldn't have want my own children to be a part of it because I can't find a good reason for us, a developed country, to keep having it while everybody is perfectly aware of its consequences- both educational and behavioral. 

In conclusion, I hope someday this tradition will vanish or even won't be legal, and maybe that way we will harm our Earth a little bit less.",The Left box,Speed!,Door B
144,Male,24,"Six years ago, at the age of seventeen, I made a decision that would change my life forever.



Most kids who finish school in South Africa go on to study straight away in university over there, or take a maximum of one ""gap year"", and then come back to start studying.

I took a different path.



Having grown up exposed to a very Zionistic culture, and a strong Jewish education, I developed a will to join the rest of my Jewish brothers and sisters in our homeland - the land of Israel.

At first, all I knew, was that I wanted to serve in the Israeli Defense Force. After all, why shouldn't I, if the rest of the nation are gearing up and endangering their lives to protect our beloved country?

And so I drafted to combat service in August of 2010, but it was not clear what would come next.



After successfully completing my service, it was clear to me that I wanted to stay in this wonderful country, and so I drifted towards the place which I could begin to study about what I was always interested in growing up - engineering.



After successfully completing my service, it was clear to me that I wanted to stay in this wonderful country, and so I drifted towards the place which I could begin to study about what I was always interested in growing up - engineering.

Being the center of technology of my new home, the Technion  seemed like the natural choice, and so it was not long before I began my Degree in Civil Engineering.",The Left box,Speed!,Door B
145,Male,24,"My name is <PERSONNAME145> and I surprisingly like to study at the Technion

First, I will return a little bit on time. Considering my semi-adult life, I had OK time in high school, I did not hate any of my teachers and enjoyed the most music classes.

After I graduated high school I started my army service in the intelligence force. I did about 14 months of language and intelligence studies, and after that, I started my job in a small department in an army base somewhere in the north of the country. My job was interesting and challenging at the beginning, but after some time it became monotonic and dull. I tried to make my service more interesting by approaching new people and making social activities. But in spite all my efforts, my main concern was my feeling that I put in action only half of my brain, and the other half gets bored.

Now going back to the present, before I started to study, I heard people say the Technion is a dark and tough place, with small social life. Today, after 3 semesters behind me I can appreciate the following things: Finally, I can use all parts of my brain, studying math, physics, computer studies and enjoying intellectual stimulation at free choice courses. Despite it's reputation, the Technion offers a very nice experience around it's studies, offering a beautiful campus, sports courses and wonderful social activities as parties events.

In conclusion, I hope people will appreciate the best 4 years (or more) of their lives and enjoy what ever this era can offer them. ",The Left box,Speed!,Door B
146,Male,28,"Ever played Happy Wheels? best browser game ever. Started with this because of a stupid YouTube video and now I can't stop playing this thing.

The Game is all about getting a character through an obstacle course, but the funny thing is, to do it you must beat the crap out of them by going through the obstacles. They must stay alive until the finish line to win and that's hard most of the time, but that what makes it so hilarious - it is pure joy to kill these characters! Smashing, tearing, stabbing, exploding, impaling, shooting, breaking them to bits, and the screaming! Screaming is the best part of this. Every character has its own voice and they say stuff like ""oh my legs, oh my god..."" hilarious stuff. The characters themselves are a weird collection. You can play as a casual guy on a Segway, some dude with a pogo stick, a fat woman on a motorized cart, an old hobo on a wheelchair with a jetpack and they even got a Santa Claus in a sleigh pulled by some elves. Like I said before, some very funny stuff. It looks pretty realistic with all that blood splashes and body parts flying around. Another cool feature is that you can create levels and post them on the site. People can play and rate them, and there is a huge community of people posting new levels every day. You can't get bored because there are always new funny levels to play.",The Right box,Speed!,Door C
148,Female,21,"So a little bit about myself:

I'm an architecture student here in the Technion - and I'm loving it!

There isn't much to tell about me. I'm the oldest in my family, I have 3 little sisters and one brother whom I love, and of course my parents. I'm telling you about it because family means a lot to me, I draw power for them and I believe that they do the same.

I guess the most important thing I want to pass on is ""think pink"" or rather ""think good""(about people). Lately I've been exposed to so much disrespect and impatience between people. If it because their political opinion or just because they didn't were the right shoos. Often this opinions is hidden beneath a laugh or a sarcastic comment, but we all know that in any laugh there is a bit truth. I believe that words has  power even if you don't mean it those kinds of words and expression are embed in your mind and you don't even notice. Sometimes I hear my friend complain about that girl and that boy and all I can think about is why. If we will put ourselves in the other shoo for a few minute we will realize that most of the people don't want to hurt anyone.

I believe that everything has a reason maybe he is just late so you can learn how to be patience.",The Right box,Stop!,Door B
149,Female,18,"<PERSONNAME149-1> is my name, but it's probably going to change soon to <PERSONNAME149-2>.



I'm studying electrical engineering but will hopefully transfer to physics-mathematics next semester.

I'm almost sure that I will never stop studying at all (masters, PhD, research...)... And yes, I'm a little bit nerdy and could be showing some symptoms of OCD (I LOVE prime numbers and sometimes it gives me some hard time)!

I like to translate different life aspects and problems mathematically and physically.



I currently live in Haifa, and will move to Tel Aviv or abroad in the future.



I'm an atheist, a pacifist and I'm vegan. I also adore dogs, especially Labradors!



My relationships with people are very simple: I'm either interested in having and keeping them in my life or not. But either ways, respect is not an option.

Being social is not my thing, the odds that I'd like someone are very low but if I do, it means he's really special.  

I get attached very easily to things (or people) that I love and find it really hard to let go of them.



I think that what defines a person is his attitude and not some random attributes he's not responsible about (race, nationality, family...).

For me, feelings are the most important thing and happiness is what I seek.



I don't like the whole advice-giving-getting thing because people should think more and take things for granted less often. 



I think that goals and achievements are not reached at some specific point, but are rather lived and made through a process.



And to sum up, I seek perfection by trying to be as specific and precise as I can.",The Left box,Stop!,Door A
150,Male,20,"Hello, I want to tell you about my experience dealing with the death of my father.

I think it will help to write about as part of me dealing with the situation , so everything started about 3 years ago as I started studying in the ""Technion's Mechina"" . My father started getting sick more often then he usually does, he was a person that dropped smoking when I was born worked in hard labor most is his life and at last years of his life he worked at a raw plastic plant and at an age of almost 50 still started from walking and got to running and even working out. But as my father all ways does he said it was nothing(as a kid I don't think I ever saw my father show any weakness ,and I think I have learned it from him or at list trying to ). At that time I didn't know that while I was studying in the Technion he and my mother was visiting the doctor often because his fever wasn't going down. They always told me it was nothing serious ,but while they thought I wasn't hearing they was talking about it and was heard something about blood in my father's colon , but at that time I didn't understand how bad was it. Eventually when I came back on one of the weekends my mother told me that my father was taken to the hospital and they operated him to remove a tumor they found. I was shocked inside and ever since was always worried about what will happen if it will get worst. Our problem in the family is that we were much closed to each other, they didn't want to bother me with their problems so it wouldn't make it harder for me to study and I did the same. When I look back at the whole story it's not very surprising. They always told what they couldn't avoid telling, so as time passed I always asked about how he is feeling and if the chemotherapy is helping , and at first it helped and he even started working out again but for some reason when the doctors changed his treatment a bit his situation started getting worst , and if ever saw people being treated with chemotherapy you know that as long as they keep getting it continues to consume the person slowly , first they lose appetite then the start vomiting ,lose weight , rushes all over the body and other skin problems , until the person can't even walk without a stick , each week I was coming back I was how I don't recognize my father anymore  but he always kept his pride , I saw how it is  eating  him from the inside that he can't support his family any more . That my mother must get out of her work when he needs her, when his friends from work have to leave work early to take him to the chemotherapy, he didn't like to be a burden on people never showed how much he is suffering inside . In one of the last talks I had with him I told him that I got accepted to the Technion, he told me that it will help him fight the disease I will never forget it. As time passed he started feeling really bad and eventually spent a lot of time In the hospital, he hated it there and always wanted to come back to our house, my father did a lot so she could take care over him, she found some one that will improvise a shower downstairs so he wouldn't have to go up the stairs, got him a hospital bed, but he was still in pain, so they started giving him medical marihuana and eventually when it didn't help even morphine , that's was really when I lost him , he was always sleeping , in the last time I saw him I had to feed him because he couldn't lift his arms , and he didn't talk just looked at me with a helpless look . One day at around 5AM my mother called me told me in a crying voice that my father is dead an hung up . I am not going to talk about the funeral to save you the reading , and I will skip two years later , I have learned a lot ever since found a girlfriend that supported me a lot , she was the only one I could talk with about it . And now I am afraid I will lose her too, so I decided to share my father's disease story to relieve some of the stress with whoever reads this. Maybe pathetic but what do I care I might get paid for it, so thank you if you got so far without falling asleep. 

I hope my English isn't horrible .",The Left box,Stop!,Door B
151,Female,24,"MY NAME IS <PERSONNAME151> AND I AM A STUDENT FOR CHEMISTRY AND CHEMICAL ENGINEERING AT THE THECHNION, INSTITUTE OF TECHNOLGY AT HAIFA, ISRAEL. EVEN THOUGH I LIKE WHAT I LEARN, MY TWO MAJOR HOBBIES ARE DANCING AND BAKING.

EVER SINCE I REMEMBER MYSELF I LOVE TO DANCE, TO ANY KIND OF MUSIC, ANYTIME OF THR DAY. WHEN I DANCE, IT FEELS LIKE I'M IN MY OWN WORLD, IN SOME KIND OF A BUBBLE FILLED WITH JOY, RELAXATION AND MUSIC. DANCING IS SIMPLY MAKES ME HAPPIER.UNFORTUNATELY, I HAVE NEVER HAD THE CHANCE OF DOING THIS AS A PROPESSIONAL OCCUPATION. SOMETIMES IT MAKES ME A LITTLE BIT SAD BUT I REMEMBER THAT IN THIS WORLD YOU NEED TO BE THE BEST IN ORDER TO GET SOMEWHERE AND IT IS A LOT OF HARD WORK. AND SINCE I AM NOT PERFECT, I THINK THAT IT IS BETTER FOR ME TO STUDY WHAT I CHOSE TO LEARN.

AS FOR BAKING, I CAN'T REMEMBER THE EXACT TIME IN WHICH I STARTED TO BAKE BUT SINCE I WAS LITTLE, I HELPED MY MOTHER IN THE KITCHEN. NOWADAYS, I LEARN TO BAKE MORE PASTRIES FOR MY FAMILY. HOWEVER, I DON'T LIKE TO INVEST A LOT OF MY TIME IN BAKING. THEREFORE, MOST OF THE CAKES AND PIES I MAKE ARE BASED ON THE PRINCIPLE OF MIXING AND GET INTO THE OVEN. THAT WAY, THE CAKE OR THE PIE CAN BE READY IN LESS THEN AN HOUR.  BUT STILL, I LOVE SOMETIMES TO MAKE A SPECIAL CAKE OR A PIE FOR MY FAMILY, EVEN IF IT TAKES LONGER THEN THE USUAL TIME.",The Right box,Speed!,Door B
153,Male,20,"OK, let's talk something about myself, as a Chinese come to Israel which is a mystery country for most of us, it's such a dramatic, amazing experience. Last summer I came here, it was at war, the media was broadcasting the war almost all the day, there are so many friends, families keep asking me 'why do I chose Israel', I think the only reason that I choose Israel is because I want to challenge myself, to explore the unknown, to knew different people...Finally to realize the limit of my own. It is not the first time to live far from home, sometimes homesick can't be hided, but what I am passion for it's the support the I have, I want to be a civil engineer, it's not a big dream I know, It's not as cool as a geek guy or a lab rat, but I do love it, I am always imagining the last moment that the building I design grows up from the ground, it will be like a kid that you give birth to, the sense of achievement can't never be successfully expressed. Besides being passion to be an engineer, I also care about the environmental problems, the way we develop whether is sustainable or not, we can't sacrifice our natural resources to gain the economic growth, which is never a deal, the money we earn today, we need 10 more years, even more to reverse the damage we made to the nature, so that I have try my best to be environmental friendly and reuse the materials...I don't think this is a one man's job, but we need someone to start it, then we can have a better place.",The Left box,Stop!,Door B
154,Male,27,"Hi, my name is <PERSONNAME154>, I am 27 years old, and I am a student at the Technion.

I study for first degree in computer science expertise in Information systems.

Despite the fact that I like programming and other fields in computer science, I am also interested in information security and artificial intelligence.

But, I would like to talk about something entirely different which is related to physics. I always wonder whether we are alone in this universe that all the science fiction movies we watch can actually be the reality, and when I think about it, I feel a little frightened. How we would respond when an alien shows up. I know there are many theories about it, and there are some people claiming to see something like that. I am skeptical, but we never know until we meet these creatures. 

I thing I have got your attention now. In your deep thoughts you see what I tell you, you cannot deny that. We are not alone, I am sure.

I know that some day in the future, our descendants will be faced by their most scary moments of their lives, the fear of the unknown.",The Right box,Speed!,Door B
155,Male,27,"I would like to point out the fact that we are all byproducts of our own society, for instance if one would have a boy and a girl and he could somehow disconnect them from society and would teach his boy that dolls are ""macho"" and firetrucks are ""girly"" they would probably grow up with their ""twisted"" reality.

Shall we take the example further and try to understand why, if we have such ability to change - won't we? is it because we are so indoctrinated to the point it is very difficult to change a mindset, and we have the ability to change perhaps we lack the willingness to. 

The human race is one thing, but society as a being is something of a different nature, truly an intriguing one, I, for one, am finding it with great sadness only a could have been situation rather than a genuine one for I don't believe in people's willingness to accept the other (generalizing...there are some good few out there).

But, one can only hope.



I would like to live in a place with no religion, I do feel sometime tradition is being poisoned by religion - I want to live in a place where people can have a good time without fearing for their lives just for having a different opinion or being attracted to the wrong sex.



I want to live in a place that exists in a specific time and a place where I find no worries and only joy, one can only hope that place is not a grave....",The Left box,Speed!,Door A
156,Female,25,"Dreams. I think the best way to see yourself is through your dreams. I can talk about my night dreams, which are not so pleasant in many cases: In those dreams the world is about to collapse, and me and a few of my loved ones are trying to save ourselves, save the world, save something: but all in vain. So many dreams such as these were filling my nights.. Another dream, a better one: is when I'm flying. Well, mostly I am not flying, but gliding or hovering in some way, as if even in my dreams I realize that flying is impossible for me.

Now, for a more realistic dream: I think I would like to live somewhere east, maybe India. I don't want to be an engineer. I want to live freely, far away from here. I want to help people. I want to help animals- helpless animals that I would save from anyone who is trying to harm them. I want to wake up, late in the morning, stare at the endless sun, and smile. I want to know that I did something good in my life. I don't want to waste them in favor of earning money for huge corporations. I am not like that, I am not one of them. For me, inner peace is something you achieve when you smell the fresh scent of flowers, when you walk in green meadows, when you gaze at huge waterfalls, when you are free. As long as I am here, this would stay a dream- but someday, I believe, I'll truly smile.",The Left box,Stop!,Door B
157,Male,22,"I always had a question in my mind , did I pick the right path in my life , I had  the champion of israel in athletics in long jump and high jump when I was young , I was enjoying my time and been popular for my athletics atchievment , not just that , I also got into a good basketball and I was the best player in the team , but what happened when I grow up , I enrolled to technion because I did good at school and with the time I couldn't have the time to do sports because of my education , my weight has risen quickly and I lost my skills at basketball , so my life has been  changed 180 degrees , but with all that still the technion is the best place to learn in but my fault was in managing my time I think I could avoid my mistake if I really knew how to manage my time so thats my advice to every person , so he could success in every field in your life , the key of success is to keep the success you have done in the past and continue with other things and try your best to success in them because you only live once so keep you the hard job and make the people remember you in a good way ",The Right box,Speed!,Door B
158,Female,26,"Yesterday I returned from a 4-day vacation to Greece, funded by my workplace. It was fun, but lacked the feeling of going abroad, since I kept bumping into my co-workers at the restaurant, or in the surrounding of the hotel. 

On the second day, my spouse and I rented a car and drove to Zakynthos, which is a nearby island. This was definitely a wonderful day. Zakynthos is beautiful, with clear blue lagoons, and stunning white cliffs ending at the water. We rented a motor boat there, which we used to reach the Blue Caves, Zakynthos most famous attraction. These caves were formed in bottom of the cliffs, and are filled with sea water. Some of the caves are quite large, and it is possible to sail through them. 

However, one thing kept bothering me throughout this short vacation: The amount of homework I have to complete. I took my laptop with me, and worked some on the plane, on the train, and a bit in the hotel room, but the nagging feeling I should do more rarely left my mind. I kept thinking 'I should be studying instead of having irresponsible fun', and it is very hard to have fun this way. 

All in all, I really can't complain over a free vacation, but sometimes I'm sick of being a student - constantly having to work hard, with disregard to weekends and vacations. Sometimes it feels like sprinting a four years long marathon, but then I remember how lucky I am to even have this opportunity others are just not capable of.",The Left box,Speed!,Door A
159,Male,28,"On the middle of June I am finishing my semester as an exchange student in Melbourne University and I have to decide what to do in the following 6 weeks.

 My original idea was to travel in New Zealand or go on a road trip around Australia. New Zealand is supposed to be one of the most beautiful places in the world but a bit to commercialized, and Australia is supposed to be less impressive but maybe a more special experience.

About two weeks ago, an earthquake has occurred in Nepal, and that gave me a new idea. Suddenly I started feeling that maybe just traveling for the sake of travelling is not the exact experience I am looking for. I felt that that would be a bit meaningless and that I would feel much more meaning full if I go to Nepal and help in the earthquake relief work. This kind of experience would also gain me some professional experience.

Now I have to decide. The last option has clear advantages, but still the first two ones are attractive as Australia and New Zealand are so far away from Israel, and I don't think I'll be back soon.

Anyway, whatever option I will choose, I am sure I will have very interesting 6 weeks before I go back to Israel to work and to study. The dilemma I am facing is the good kind of dilemmas, the kind you face when you are travelling. Much better than the boring day to day dilemmas.",The Left box,Speed!,Door B
160,Male,25,"A few years ago my family and I went on a trip to Rosh Hanikra.  We went down the cable cars to where the sea splashes with force onto the rocks on the side of the mountain. It's a beautiful place, with cold and refreshing air, and an amazing view of the Mediterranean.  While I was walking around, I noticed a group of people standing next to the ropes that stop people from getting to close to the edge.  On closer inspection I saw that someone had mistakenly dropped a camera, and it was now beyond the rope just a few feet from the edge of the rocks.  Without thinking too much, I quickly hopped the rope, retrieved the camera and gave it back to its owner.  He was so thrilled, he wanted to give me 100 NIS for my 'bravery'.  I rejected the money saying I didn't really do anything and, all in all, it took a total of 15 seconds.  He didn't give up easily and tried sneaking the money into my pocket with the excuse that the camera was worth a lot more. I kept running away until eventually he gave up, not before thanking me a few more times. Sometimes, especially when I feel like buying something I don't need, I still ponder if I should have accepted his prize...",The Left box,Speed!,Door C
161,Female,27,"One of the funnies moment of my life since I become a mother...

After I gave birth to my beautiful tweens, my husband and I had trouble getting good night sleep. So, we used to have some funny dreams and this one is the best so far.

So, once I woke in the middle of the night and I was sure that I was holding my son, but actually I was patting my belly. I wanted to return my imaginary baby to his crib that he shares with his sister, because I wanted to sleep. So, I took him to his crib, but when I wanted to put him in, I saw that the crib is full and I have nowhere to put my imaginary baby (the all-time I was still patting him- or my belly, depend who you are asking). So, I turned around and put my imaginary baby on my bed, return to the crib and moved very carefully my daughter to the left, than move my real son very carefully (not to wake them by mistake...) to the right. Then, I return to my bed, took my imaginary son and put him between my babies very carefully... Suddenly I asked myself- 'Wait a minute! I only have two babies?!'",The Left box,Stop!,Door A
162,Female,27,"my Name is <PERSONNAME162> (false name) I live in Shoham which is a small city next to Ben Guryon Airport. I'm 27 years old and I study at the Technion at my last semester.    

I will tell you about an experience I had when I was travelling the French Riviera last year. it was one of the most beautiful and impressive tourist trip I ever had.  



we - me and my boyfriend -  We started with Marseille which is a large port city where we stayed at a guest house of very nice people who prepared us in the morning a traditional French breakfast - baguette with jam and croissants.

Since the city is very large we stayed there for about two days in spite of hindsight we could shorten one day.

Then we rented a car and drove to Cassis, then went through some small villages full and some were staying we moved quickly.

Each had a different character and different view. 

Then we walked along the Ocean City ""Bontemps"" in French is her interpretation center and from there moved to the state of Monaco where we walked following the Princess of Monaco film.



Finally we returned to the city where the Cannes Film Festival and Taraneh's family friend and we spent the weekend there.

The city's beautiful and reminiscent in terms of the weather and the people of Israel.



Then we went to Nice and then back home to Israel.



I personally really recommend this trip. Is a romantic frenzy and feeling where some countries do together because of the cultural diversity and richness of the landscape there.

In addition, we have discovered is something interesting small towns have different ownership French language!



Our trip was just a week but if we had more time we could start with Spain to the French Riviera and the Alps skiing trip end of two or three that could be even more perfect. Of course I have no regrets that in the time we had full but we could definitely left us wanting more.",The Right box,Speed!,Door C
163,Male,24,"My name is <PERSONNAME163>, I'm 24 years old and I'm a study industrial engineering and management in the Technion.

I would like to express my opinion about the ""grades method"" that is very popular in today's education.

this method means that every student get a grade or appreciation by a clear scale of values.

On one hand, this method is necessary for us, the students. Because it lets us know how good we are in compare to other students, and if we need to improve. It also helps the teachers and the university to check the way of learning in this course.

In addition, if a student want to switch his university, he has to bring his grades, because the new university needs to know if the student is good enough for the institute.

On the other hand, we can't just ignore the disadvantages of the method. It comes with stress tests that worry the students very much.

If a student has a personal problem it may affect him badly in the test, and it can lead to low grades that not reflects the student's abilities.

In addition, different tests and teachers can cause incorrect evaluate of the different students and may confuse the education system. Maybe grade of 80 in some university is better than grade of 90 in other university. 

In my opinion, tests are important but they can't be the only source of evaluation of the students. I hope that the new minister of education will do something in this subject",The Left box,Speed!,Door A
164,Female,24,"In this institution it is very hard to decide what you would like to study once you decide you need to really invest in your studying and require tools for later on in your professional life that will help you requiring a job and start your carrier.

So while you study from book, online article web courses and such you realize the more you learn you know nothing about the real world outside for example an engineering student  that study here does not require a real experience in dealing with every day issue at a production plant .for that matter today we have a lot of collages that advertising that can give you experience in a real job while your studying. but in this places you need to sort of compromising   



So in the end you find yourself in a very hard position where you need to decide on either a high and preform education or an experience in jobs.

Also the average salary in this country is very low if you take in account all the expenses that you have for buying food paying rant buying some fuel for your car ...and buying a car .

It is all sums up to that that every one want to live or study or work for a different country or state and not stay to raise a family here  

And that's my and a lot of students dilemma in looking into the future and planning ahead. thanks for reading",The Left box,Stop!,Door B
